t[s],AI 0 (V),AI 2 (V),AI 4 (V),AI 1 (A),AI 3 (A),AI 5 (A)
-0.4536,-1494.44,251.88,1240.47,-7.32422,-2.44141,10.9863
-0.45356,-1526.03,235.598,1288.07,-7.32422,-1.2207,7.93457
-0.45352,-1471.9,202.2,1269,-15.2588,-3.66211,0
-0.45348,-1469.25,200.391,1267.05,-15.8691,-1.2207,-0.610352
-0.45344,-1469.39,193.711,1272.48,-12.8174,-4.88281,-2.44141
-0.4534,-1460.49,167.131,1293.63,-12.207,-0.610352,1.83105
-0.45336,-1453.53,135.681,1316.59,-11.5967,-1.83105,3.66211
-0.45332,-1428.9,131.924,1294.19,-7.93457,-3.05176,9.76563
-0.45328,-1432.51,103.396,1328.28,-7.93457,1.2207,15.8691
-0.45324,-1413.31,75.9814,1335.24,-6.71387,-1.83105,9.15527
-0.4532,-1439.75,70.6934,1367.67,-11.5967,-1.2207,8.54492
-0.45316,-1376.71,21.5698,1355.98,-14.0381,-3.66211,3.05176
-0.45312,-1375.04,8.90625,1367.39,-10.9863,-3.05176,3.05176
-0.45308,-1374.21,-10.0195,1385.34,-9.15527,-4.88281,6.10352
-0.45304,-1375.74,-26.0229,1400.79,-10.9863,-1.2207,11.5967
-0.453,-1358.62,-9.74121,1359.59,-3.66211,2.44141,15.2588
-0.45296,-1363.21,-49.9585,1411.78,-8.54492,-1.2207,16.4795
-0.45292,-1307.55,-84.0527,1389.38,-6.10352,0,11.5967
-0.45288,-1340.53,-72.7808,1411.5,-9.76563,0,11.5967
-0.45284,-1342.9,-99.917,1440.86,-8.54492,-2.44141,7.93457
-0.4528,-1319.38,-117.034,1433.49,-12.8174,-4.88281,1.2207
-0.45276,-1288.9,-149.319,1437.39,-15.8691,-4.88281,6.71387
-0.45272,-1301.7,-161.287,1458.96,-9.76563,-1.83105,8.54492
-0.45268,-1366,-141.108,1499.31,-9.15527,-0.610352,14.0381
-0.45264,-1263.71,-208.879,1471.76,-7.32422,-1.83105,12.207
-0.4526,-1240.61,-239.077,1479.27,-8.54492,1.2207,14.6484
-0.45256,-1235.6,-245.061,1478.99,-7.93457,-1.83105,14.6484
-0.45252,-1227.25,-279.016,1505.16,-9.76563,-2.44141,8.54492
-0.45248,-1210.55,-310.049,1517.96,-14.6484,-3.66211,14.6484
-0.45244,-1176.32,-338.159,1511.28,-15.2588,-3.05176,11.5967
-0.4524,-1133.74,-394.937,1531.32,-12.8174,-1.2207,9.76563
-0.45236,-1117.87,-385.613,1501.54,-7.32422,-1.83105,16.4795
-0.45232,-1136.94,-409.966,1544.26,-9.15527,-1.2207,17.7002
-0.45228,-1112.17,-443.921,1556.09,-7.32422,-1.2207,18.3105
-0.45224,-991.934,-507.378,1498.75,-10.9863,-1.83105,13.4277
-0.4522,-1100.9,-474.536,1573.9,-12.8174,-1.2207,10.376
-0.45216,-1072.51,-499.307,1567.92,-15.8691,-6.10352,5.49316
-0.45212,-1033.96,-539.663,1572.09,-14.6484,-4.88281,7.93457
-0.45208,-1023.38,-564.016,1586.29,-14.0381,-5.49316,8.54492
-0.45204,-904.68,-603.12,1507.66,-11.5967,-6.10352,17.7002
-0.452,-1010.86,-590.457,1598.81,-7.93457,-1.83105,19.5313
-0.45196,-977.739,-630.396,1606.88,-7.32422,-1.2207,20.752
-0.45192,-971.477,-637.91,1607.86,-10.376,1.83105,20.1416
-0.45188,-997.361,-626.221,1620.52,-12.8174,-7.32422,12.8174
-0.45184,-958.396,-649.182,1604.1,-15.8691,-5.49316,4.88281
-0.4518,-948.794,-678.406,1626.92,-16.4795,-4.88281,9.76563
-0.45176,-928.059,-695.662,1620.66,-15.2588,-7.32422,9.15527
-0.45172,-989.011,-677.014,1659.62,-12.8174,-1.83105,14.6484
-0.45168,-882.971,-718.623,1601.73,-9.76563,-4.88281,15.8691
-0.45164,-889.094,-734.626,1623.02,-10.376,-1.2207,21.3623
-0.4516,-875.874,-744.646,1618.85,-9.15527,-1.2207,20.752
-0.45156,-834.404,-790.291,1618.43,-10.376,-4.27246,15.2588
-0.45152,-836.77,-778.462,1612.17,-14.6484,-4.88281,13.4277
-0.45148,-836.631,-781.663,1616.48,-13.4277,-6.71387,8.54492
-0.45144,-830.09,-792.239,1620.38,-12.207,-6.71387,14.0381
-0.4514,-824.663,-806.016,1630.26,-13.4277,-3.05176,12.207
-0.45136,-823.828,-815.896,1637.78,-13.4277,-4.27246,18.3105
-0.45132,-770.251,-832.734,1602.29,-13.4277,-4.88281,18.3105
-0.45128,-763.015,-846.094,1608,-8.54492,-4.88281,17.7002
-0.45124,-743.533,-856.948,1599.79,-4.27246,-3.05176,22.583
-0.4512,-822.019,-857.783,1683.42,-14.0381,-8.54492,14.0381
-0.45116,-718.066,-891.182,1606.74,-12.8174,-3.05176,11.5967
-0.45112,-699.836,-915.256,1611.75,-13.4277,-7.93457,10.376
-0.45108,-691.626,-915.674,1606.19,-10.9863,-6.10352,9.76563
-0.45104,-630.535,-963.406,1593.11,-14.6484,-2.44141,15.8691
-0.451,-640.693,-957.839,1597.42,-10.376,-1.83105,18.9209
-0.45096,-635.684,-972.869,1605.63,-10.376,-6.71387,17.7002
-0.45092,-596.44,-996.526,1590.6,-8.54492,-4.88281,19.5313
-0.45088,-567.495,-1026.45,1591.85,-12.8174,-6.10352,16.4795
-0.45084,-552.883,-1040.22,1591.57,-12.8174,-4.27246,11.5967
-0.4508,-544.812,-1045.79,1588.93,-14.0381,-8.54492,12.207
-0.45076,-526.582,-1057.48,1580.72,-14.6484,-8.54492,12.8174
-0.45072,-502.229,-1078.35,1577.8,-10.9863,-6.10352,17.0898
-0.45068,-513.362,-1081.69,1592.27,-10.376,-6.10352,18.3105
-0.45064,-445.173,-1122.88,1567.92,-10.376,-4.88281,18.9209
-0.4506,-453.523,-1137.77,1589.9,-7.93457,-8.54492,20.752
-0.45056,-404.26,-1135.41,1535.49,-7.32422,-4.27246,17.0898
-0.45052,-473.423,-1131.93,1602.85,-18.3105,-6.71387,10.9863
-0.45048,-380.603,-1173.4,1552.47,-14.0381,-7.32422,13.4277
-0.45044,-345.396,-1178.96,1522.69,-10.9863,-6.10352,12.207
-0.4504,-354.441,-1175.49,1527.14,-12.207,-10.9863,11.5967
-0.45036,-329.67,-1201.09,1529.93,-10.376,-4.88281,17.0898
-0.45032,-311.162,-1222.24,1531.74,-9.76563,-5.49316,20.752
-0.45028,-271.78,-1236.44,1507.38,-12.207,-8.54492,17.7002
-0.45024,-291.819,-1208.61,1498.2,-10.376,-7.32422,15.8691
-0.4502,-253.132,-1241.03,1492.21,-10.9863,-8.54492,13.4277
-0.45016,-226.97,-1259.12,1485.81,-12.207,-8.54492,9.76563
-0.45012,-200.947,-1270.67,1469.95,-15.8691,-7.93457,6.71387
-0.45008,-207.905,-1279.58,1486.09,-17.0898,-11.5967,11.5967
-0.45004,-160.869,-1274.57,1434.74,-10.9863,-7.32422,17.0898
-0.45,-266.074,-1243.54,1504.46,-6.71387,-3.66211,20.1416
-0.44996,-137.629,-1307.97,1444.2,-5.49316,-4.88281,20.1416
-0.44992,-118.564,-1326.61,1444.76,-9.76563,-9.15527,17.7002
-0.44988,-21.9873,-1369.34,1391.18,-12.207,-11.5967,14.0381
-0.44984,-77.373,-1334.82,1409.69,-9.76563,-6.71387,12.8174
-0.4498,-45.6445,-1341.09,1390.21,-15.8691,-11.5967,8.54492
-0.44976,-36.0425,-1380.05,1417.49,-13.4277,-10.9863,9.15527
-0.44972,-26.7188,-1349.16,1374.35,-11.5967,-10.376,12.207
-0.44968,21.709,-1380.05,1356.12,-11.5967,-7.32422,12.8174
-0.44964,23.7964,-1360.99,1335.52,-8.54492,-9.15527,15.2588
-0.4496,40.2173,-1379.22,1333.57,-9.76563,-10.9863,17.7002
-0.44956,81.4087,-1417.21,1336.35,-10.376,-8.54492,12.8174
-0.44952,76.3989,-1412.2,1336.22,-10.376,-9.76563,10.9863
-0.44948,132.898,-1438.22,1303.1,-14.0381,-12.207,7.32422
-0.44944,148.484,-1447.54,1297.67,-15.8691,-14.6484,6.71387
-0.4494,153.911,-1446.99,1288.76,-13.4277,-12.207,4.88281
-0.44936,155.859,-1460.76,1302.26,-13.4277,-10.9863,9.15527
-0.44932,199.973,-1465.63,1263.16,-8.54492,-10.376,17.7002
-0.44928,225.996,-1482.61,1255.36,-8.54492,-7.32422,14.6484
-0.44924,192.876,-1519.49,1327.31,-9.76563,-7.93457,10.9863
-0.4492,302.673,-1537.16,1235.05,-13.4277,-12.207,10.9863
-0.44916,327.305,-1531.46,1200.67,-14.0381,-11.5967,7.93457
-0.44912,330.923,-1537.86,1204.71,-14.0381,-12.207,7.32422
-0.44908,364.043,-1551.22,1184.53,-15.2588,-11.5967,6.71387
-0.44904,337.742,-1536.75,1194.13,-12.8174,-10.9863,9.76563
-0.449,392.153,-1562.91,1169.78,-9.15527,-7.93457,15.8691
-0.44896,468.552,-1589.49,1118.85,-10.9863,-9.15527,10.9863
-0.44892,466.465,-1581.28,1113.28,-9.76563,-10.9863,12.8174
-0.44888,532.844,-1606.74,1079.6,-11.5967,-10.9863,12.207
-0.44884,515.31,-1589.35,1067.22,-12.8174,-11.5967,5.49316
-0.4488,538.271,-1608.83,1071.67,-12.207,-15.2588,7.93457
-0.44876,566.521,-1605.49,1036.46,-12.207,-10.376,8.54492
-0.44872,604.929,-1655.17,1055.11,-9.15527,-12.207,12.8174
-0.44868,618.845,-1632.35,1013.23,-6.71387,-12.207,11.5967
-0.44864,637.771,-1608.41,969.529,-5.49316,-9.76563,14.6484
-0.4486,644.451,-1608.55,961.179,-9.76563,-11.5967,14.6484
-0.44856,617.314,-1647.38,1031.87,-5.49316,-7.93457,12.8174
-0.44852,631.091,-1597.42,963.267,-11.5967,-15.2588,3.66211
-0.44848,700.95,-1611.61,908.159,-12.207,-13.4277,3.05176
-0.44844,714.031,-1610.64,893.826,-12.207,-14.0381,6.71387
-0.4484,724.05,-1616.62,890.486,-9.15527,-12.8174,6.71387
-0.44836,815.757,-1664.22,848.32,-4.27246,-12.207,13.4277
-0.44832,759.814,-1610.5,849.99,-4.88281,-9.15527,14.6484
-0.44828,772.896,-1614.54,839.136,-4.88281,-9.76563,17.7002
-0.44824,773.73,-1613.14,839.136,-4.27246,-10.376,14.6484
-0.4482,880.884,-1651.27,770.112,-12.207,-16.4795,3.66211
-0.44816,812.974,-1610.36,795.161,-10.376,-14.0381,4.27246
-0.44812,803.232,-1601.87,798.501,-11.5967,-13.4277,3.66211
-0.44808,821.88,-1604.66,780.828,-10.9863,-13.4277,1.83105
-0.44804,765.938,-1567.92,796.274,-9.76563,-11.5967,13.4277
-0.448,847.485,-1601.04,752.717,-7.32422,-14.6484,12.8174
-0.44796,844.285,-1600.62,755.222,-0.610352,-9.15527,17.0898
-0.44792,873.508,-1606.74,731.287,-6.10352,-12.207,13.4277
-0.44788,901.479,-1621.49,725.024,-10.376,-10.376,10.376
-0.44784,887.146,-1593.66,703.594,-9.76563,-14.6484,5.49316
-0.4478,916.926,-1603.68,684.111,-12.207,-13.4277,3.05176
-0.44776,923.328,-1602.99,678.406,-11.5967,-15.8691,0.610352
-0.44772,978.435,-1607.86,627.751,-8.54492,-14.6484,8.54492
-0.44768,989.011,-1602.29,612.583,-5.49316,-10.9863,9.76563
-0.44764,980.383,-1604.1,621.35,-6.10352,-13.4277,10.376
-0.4476,991.516,-1602.85,609.939,-5.49316,-10.9863,12.207
-0.44756,973.147,-1582.81,610.356,-6.10352,-13.4277,9.15527
-0.44752,1036.74,-1605.35,570.974,-8.54492,-15.2588,1.83105
-0.44748,1040.64,-1586.29,543.838,-9.76563,-14.0381,5.49316
-0.44744,1053.16,-1586.43,533.54,-7.93457,-12.207,4.88281
-0.4474,1130.4,-1559.01,423.743,-5.49316,-12.207,6.71387
-0.44736,1115.51,-1612.73,503.342,-3.05176,-12.207,7.93457
-0.44732,1102.43,-1558.32,455.193,-6.71387,-13.4277,7.32422
-0.44728,1103.54,-1551.08,447.261,-4.27246,-13.4277,10.9863
-0.44724,1247.15,-1602.85,358.477,-1.83105,-12.207,10.9863
-0.4472,1144.73,-1505.16,354.858,-6.10352,-10.376,4.88281
-0.44716,1177.16,-1546.21,368.218,-7.93457,-16.4795,1.83105
-0.44712,1174.51,-1530.62,354.023,-7.93457,-15.8691,2.44141
-0.44708,1102.57,-1452.14,338.298,-6.10352,-12.8174,6.10352
-0.44704,1249.1,-1538.83,289.314,-4.88281,-11.5967,7.32422
-0.447,1246.32,-1510.86,262.178,-4.27246,-12.8174,6.71387
-0.44696,1232.26,-1496.95,263.291,0.610352,-15.2588,10.9863
-0.44692,1236.16,-1488.32,248.958,-3.66211,-12.207,5.49316
-0.44688,1352.64,-1507.94,146.396,-6.71387,-15.2588,1.83105
-0.44684,1246.74,-1471.34,225.579,-6.71387,-17.0898,-0.610352
-0.4468,1275.54,-1471.06,194.128,-6.10352,-15.2588,-1.2207
-0.44676,1319.24,-1429.59,98.2471,-1.83105,-12.8174,6.71387
-0.44672,1286.95,-1439.89,151.545,-3.66211,-14.6484,5.49316
-0.44668,1307.97,-1433.63,123.296,-3.66211,-12.207,7.32422
-0.44664,1311.17,-1418.46,104.509,0,-13.4277,7.32422
-0.4466,1304.9,-1409.69,103.813,0.610352,-11.5967,5.49316
-0.44656,1324.53,-1414.01,89.3408,1.2207,-10.9863,6.71387
-0.44652,1344.98,-1409.83,66.3794,-5.49316,-15.2588,0.610352
-0.44648,1328.01,-1383.53,53.5767,-4.88281,-14.0381,-1.83105
-0.44644,1347.49,-1360.99,7.79297,-4.88281,-13.4277,-0.610352
-0.4464,1381.3,-1372.26,-10.437,-1.2207,-13.4277,4.27246
-0.44636,1364.6,-1357.23,-10.8545,0.610352,-14.0381,5.49316
-0.44632,1392.02,-1345.4,-45.9229,4.27246,-9.76563,9.15527
-0.44628,1411.78,-1344.01,-70.1367,2.44141,-15.2588,12.207
-0.44624,1404.82,-1334.41,-70.9717,4.88281,-10.9863,6.10352
-0.4462,1471.34,-1358.76,-112.581,0,-10.9863,5.49316
-0.44616,1377.82,-1298.36,-77.2339,-4.27246,-12.8174,0.610352
-0.44612,1418.32,-1274.01,-148.345,-1.2207,-12.207,2.44141
-0.44608,1367.67,-1224.05,-150.989,-1.2207,-14.6484,0.610352
-0.44604,1544.26,-1324.39,-217.507,-1.2207,-13.4277,-0.610352
-0.446,1443.09,-1230.04,-212.915,2.44141,-8.54492,7.32422
-0.44596,1484.98,-1236.72,-247.705,1.83105,-12.8174,7.32422
-0.44592,1483.73,-1224.47,-257.307,3.66211,-13.4277,5.49316
-0.44588,1522.55,-1189.4,-339.272,0,-13.4277,4.27246
-0.44584,1440.17,-1165.47,-273.867,-2.44141,-12.8174,0
-0.4458,1506.69,-1160.04,-348.318,-1.2207,-14.6484,-2.44141
-0.44576,1522.27,-1143.34,-379.907,-1.2207,-13.4277,-4.88281
-0.44572,1546.21,-1137.5,-411.357,2.44141,-12.207,0.610352
-0.44568,1509.61,-1078.07,-436.267,3.66211,-12.207,3.66211
-0.44564,1543.98,-1093.52,-451.575,1.83105,-10.9863,5.49316
-0.4456,1558.04,-1069.72,-492.209,6.71387,-10.376,4.88281
-0.44556,1533.82,-1037.02,-499.585,1.83105,-12.8174,3.66211
-0.44552,1443.37,-960.344,-487.896,4.88281,-14.6484,-2.44141
-0.44548,1541.2,-1007.52,-535.21,4.27246,-11.5967,-0.610352
-0.44544,1581.83,-1006.27,-576.68,1.83105,-13.4277,-6.10352
-0.4454,1675.63,-1020.32,-659.063,3.66211,-12.207,-1.2207
-0.44536,1446.71,-913.169,-539.802,6.10352,-12.8174,4.27246
-0.44532,1593.38,-953.804,-641.389,5.49316,-8.54492,1.2207
-0.44528,1599.09,-936.409,-664.211,7.93457,-10.9863,0.610352
-0.44524,1584.62,-914.282,-674.092,5.49316,-12.207,3.66211
-0.4452,1595.75,-915.256,-680.354,4.27246,-12.8174,-0.610352
-0.44516,1616.9,-903.149,-714.866,4.27246,-13.4277,-1.83105
-0.44512,1599.09,-876.709,-724.189,3.66211,-11.5967,-5.49316
-0.44508,1623.72,-881.997,-743.394,3.05176,-9.15527,-1.83105
-0.44504,1468.28,-785.698,-687.312,7.32422,-10.9863,3.66211
-0.445,1610.36,-856.809,-754.944,8.54492,-10.9863,0.610352
-0.44496,1603.4,-838.997,-763.85,8.54492,-10.376,4.27246
-0.44492,1613.84,-829.673,-784.724,8.54492,-10.376,-1.2207
-0.44488,1564.3,-820.627,-737.41,1.2207,-14.6484,-9.76563
-0.44484,1606.05,-803.372,-802.815,3.66211,-11.5967,-6.10352
-0.4448,1600.9,-784.585,-818.401,1.2207,-13.4277,-11.5967
-0.44476,1616.35,-791.265,-828.142,1.83105,-15.2588,-4.88281
-0.44472,1648.49,-819.514,-826.89,6.71387,-10.376,-4.88281
-0.44468,1614.26,-765.798,-850.408,9.76563,-10.9863,4.27246
-0.44464,1610.22,-753.97,-856.531,4.88281,-10.376,-1.83105
-0.4446,1604.1,-737.688,-867.385,9.15527,-9.15527,3.05176
-0.44456,1542.73,-731.147,-807.407,6.10352,-9.76563,-1.83105
-0.44452,1632.63,-730.869,-899.392,3.66211,-14.0381,-8.54492
-0.44448,1606.6,-706.794,-901.897,-2.44141,-15.2588,-14.6484
-0.44444,1612.87,-691.348,-924.023,0.610352,-13.4277,-12.207
-0.4444,1595.75,-627.891,-978.713,6.10352,-12.8174,-1.83105
-0.44436,1627.9,-635.127,-1000.14,9.15527,-10.9863,-3.05176
-0.44432,1607.16,-650.991,-958.535,5.49316,-11.5967,-3.05176
-0.44428,1591.57,-638.328,-953.665,9.15527,-9.76563,6.71387
-0.44424,1567.22,-618.567,-952.134,12.8174,-9.76563,6.10352
-0.4442,1582.11,-586.003,-994.995,6.10352,-10.376,-10.9863
-0.44416,1595.05,-580.576,-1016.84,2.44141,-15.2588,-10.376
-0.44412,1590.04,-563.181,-1027.56,3.66211,-12.8174,-8.54492
-0.44408,1590.46,-552.605,-1038.41,1.83105,-13.4277,-10.9863
-0.44404,1602.57,-501.672,-1105.63,7.93457,-10.376,-6.10352
-0.444,1587.82,-508.213,-1081.97,7.93457,-12.207,-3.66211
-0.44396,1597.98,-511.553,-1087.81,8.54492,-7.93457,-0.610352
-0.44392,1587.96,-476.902,-1114.26,7.93457,-10.9863,-2.44141
-0.44388,1538,-437.52,-1102.57,6.10352,-14.0381,-10.376
-0.44384,1547.74,-414.28,-1135.83,4.88281,-13.4277,-10.376
-0.4438,1548.02,-417.063,-1132.76,3.05176,-10.9863,-11.5967
-0.44376,1527.84,-393.406,-1136.24,4.88281,-10.376,-10.376
-0.44372,1560.12,-379.907,-1182.17,6.10352,-11.5967,-8.54492
-0.44368,1490.41,-325.078,-1173.82,9.15527,-10.9863,-4.27246
-0.44364,1513.23,-337.742,-1177.43,11.5967,-10.9863,-5.49316
-0.4436,1507.94,-322.991,-1185.23,9.15527,-9.76563,-6.71387
-0.44356,1480.8,-274.424,-1208.88,7.93457,-11.5967,-7.32422
-0.44352,1512.95,-280.547,-1233.65,4.88281,-10.9863,-7.32422
-0.44348,1499.45,-273.311,-1227.39,7.32422,-10.9863,-10.9863
-0.44344,1485.67,-249.375,-1238.94,7.32422,-12.207,-15.2588
-0.4434,1495.28,-225.161,-1271.37,8.54492,-10.376,-7.93457
-0.44336,1451.72,-193.989,-1259.54,9.76563,-9.15527,-5.49316
-0.44332,1456.31,-179.377,-1280.55,11.5967,-11.5967,-5.49316
-0.44328,1440.31,-167.271,-1272.48,7.93457,-12.207,-6.10352
-0.44324,1441,-144.448,-1297.11,10.9863,-7.93457,-6.71387
-0.4432,1379.36,-96.8555,-1280.27,6.10352,-14.0381,-14.6484
-0.44316,1370.59,-52.0459,-1321.19,5.49316,-14.6484,-17.7002
-0.44312,1447.96,-87.2534,-1365.58,4.88281,-13.4277,-16.4795
-0.44308,1346.65,-29.7803,-1318.68,6.71387,-9.76563,-15.8691
-0.44304,1275.54,13.4985,-1289.6,10.9863,-10.376,-14.6484
-0.443,1447.4,-58.1689,-1388.96,8.54492,-10.376,-9.76563
-0.44296,1343.45,20.3174,-1366.83,12.207,-9.15527,-7.32422
-0.44292,1377.69,8.07129,-1386.17,6.71387,-9.76563,-13.4277
-0.44288,1272.06,47.8711,-1317.71,4.88281,-12.8174,-17.0898
-0.44284,1322.72,83.6353,-1408.16,6.71387,-12.207,-18.3105
-0.4428,1329.26,106.875,-1436.69,5.49316,-9.15527,-23.1934
-0.44276,1300.03,142.083,-1443.09,4.27246,-10.9863,-19.5313
-0.44272,1326.2,132.759,-1464.24,11.5967,-9.76563,-12.8174
-0.44268,1351.25,191.763,-1551.36,9.76563,-9.76563,-9.76563
-0.44264,1259.68,213.193,-1473.71,14.6484,-6.71387,-9.15527
-0.4426,1251.61,242.278,-1494.16,9.76563,-6.71387,-12.207
-0.44256,1255.92,274.146,-1530.21,12.8174,-7.93457,-9.15527
-0.44252,1228.65,278.738,-1509.47,12.207,-7.32422,-17.7002
-0.44248,1213.48,321.738,-1534.52,7.93457,-10.376,-20.752
-0.44244,1193.3,353.745,-1547.6,5.49316,-12.207,-23.1934
-0.4424,1120.94,402.312,-1524.78,4.88281,-11.5967,-20.1416
-0.44236,1085.73,436.963,-1528.81,10.9863,-8.54492,-16.4795
-0.44232,1146.82,435.293,-1582.25,13.4277,-7.93457,-14.6484
-0.44228,1120.66,459.785,-1582.11,13.4277,-5.49316,-10.376
-0.44224,1213.75,452.271,-1669.5,14.6484,-6.10352,-12.207
-0.4422,1093.52,530.479,-1628.87,12.207,-9.15527,-18.3105
-0.44216,1058.73,550.1,-1607.44,10.376,-7.32422,-23.1934
-0.44212,1053.86,568.887,-1623.72,6.71387,-7.93457,-18.3105
-0.44208,1016.56,597.971,-1614.26,8.54492,-4.88281,-18.9209
-0.44204,1008.91,615.505,-1622.89,12.207,-6.71387,-17.0898
-0.442,980.244,643.198,-1623.44,11.5967,-10.376,-16.4795
-0.44196,950.186,668.386,-1618.99,14.0381,-4.88281,-13.4277
-0.44192,940.027,680.911,-1621.77,13.4277,-4.27246,-11.5967
-0.44188,928.755,708.186,-1639.31,8.54492,-8.54492,-14.6484
-0.44184,922.632,693.713,-1616.07,9.76563,-9.15527,-19.5313
-0.4418,909.69,720.432,-1631.1,9.76563,-4.88281,-19.5313
-0.44176,884.641,736.714,-1621.49,10.376,-6.10352,-21.3623
-0.44172,869.333,766.494,-1637.92,12.8174,-5.49316,-19.5313
-0.44168,849.573,761.763,-1614.26,12.8174,-3.05176,-11.5967
-0.44164,847.068,775.818,-1624.56,8.54492,-7.93457,-12.8174
-0.4416,826.333,789.177,-1616.48,13.4277,-6.10352,-20.1416
-0.44156,720.989,842.336,-1570.14,11.5967,-6.10352,-17.0898
-0.44152,839.832,793.213,-1633.74,9.76563,-8.54492,-18.9209
-0.44148,797.388,801.563,-1598.81,12.207,-8.54492,-18.9209
-0.44144,803.372,831.204,-1637.5,6.71387,-7.32422,-23.1934
-0.4414,812.834,833.43,-1650.72,10.376,-7.93457,-17.7002
-0.44136,704.29,871.143,-1577.94,15.8691,-3.05176,-9.76563
-0.44132,744.785,854.722,-1600.9,12.207,-6.10352,-14.6484
-0.44128,735.601,878.657,-1617.6,11.5967,-6.10352,-15.8691
-0.44124,750.908,866.689,-1618.02,13.4277,-6.71387,-12.207
-0.4412,723.076,911.082,-1638.47,11.5967,-7.32422,-23.8037
-0.44116,704.29,904.402,-1608.83,9.15527,-5.49316,-26.8555
-0.44112,698.584,914.839,-1615.09,9.76563,-6.71387,-21.9727
-0.44108,694.688,924.858,-1617.74,7.93457,-5.49316,-22.583
-0.44104,656.558,953.804,-1609.53,15.2588,-4.27246,-14.0381
-0.441,640.833,960.344,-1602.85,14.0381,-4.27246,-11.5967
-0.44096,641.667,966.885,-1610.36,12.207,-2.44141,-10.9863
-0.44092,606.321,987.48,-1592.83,15.8691,-3.66211,-12.207
-0.44088,586.143,1023.8,-1612.31,11.5967,-4.27246,-18.3105
-0.44084,584.194,1010.16,-1594.91,10.376,-8.54492,-26.2451
-0.4408,543.838,1044.26,-1589.35,7.93457,-7.93457,-25.6348
-0.44076,532.009,1054.56,-1588.37,6.71387,-5.49316,-26.2451
-0.44072,447.817,1075.85,-1520.88,10.376,-3.66211,-18.9209
-0.44068,457.141,1110.64,-1571.12,12.8174,-4.88281,-14.6484
-0.44064,465.212,1097,-1563.74,16.4795,-1.83105,-12.207
-0.4406,427.917,1125.53,-1553.86,16.4795,-0.610352,-15.2588
-0.44056,433.345,1145.01,-1581,12.207,-2.44141,-15.2588
-0.44052,458.95,1095.47,-1551.08,7.93457,-5.49316,-21.9727
-0.44048,376.985,1158.79,-1535.08,10.9863,-4.27246,-22.583
-0.44044,359.033,1171.87,-1529.79,7.32422,-6.71387,-28.0762
-0.4404,268.997,1213.06,-1484.7,10.9863,-2.44141,-17.7002
-0.44036,295.576,1206.66,-1501.68,8.54492,-4.27246,-18.3105
-0.44032,296.829,1207.77,-1504.74,14.6484,-2.44141,-16.4795
-0.44028,293.906,1212.78,-1504.74,13.4277,-3.05176,-14.0381
-0.44024,285.974,1249.8,-1538.69,15.8691,-1.2207,-10.9863
-0.4402,230.728,1265.94,-1499.59,11.5967,-1.83105,-17.7002
-0.44016,207.905,1253.97,-1462.71,9.15527,-4.27246,-21.3623
-0.44012,204.148,1260.51,-1464.66,10.376,-3.66211,-20.1416
-0.44008,130.532,1272.2,-1405.52,12.207,-3.66211,-17.7002
-0.44004,242.417,1261.07,-1504.46,11.5967,-2.44141,-21.3623
-0.44,89.7583,1270.39,-1356.12,10.9863,-0.610352,-14.0381
-0.43996,130.115,1293.08,-1425.56,13.4277,-1.83105,-12.8174
-0.43992,51.9067,1368.5,-1429.59,9.76563,-1.2207,-16.4795
-0.43988,140.134,1266.64,-1397.86,12.8174,-1.2207,-16.4795
-0.43984,29.3628,1342.2,-1373.93,12.207,-0.610352,-15.2588
-0.4398,45.0879,1338.72,-1389.79,15.2588,-5.49316,-13.4277
-0.43976,-16.5601,1400.79,-1391.46,12.8174,0,-14.6484
-0.43972,105.623,1317.57,-1417.76,11.5967,-0.610352,-14.6484
-0.43968,-5.84473,1372.95,-1366.97,13.4277,0.610352,-11.5967
-0.43964,-23.9355,1385.06,-1362.52,12.8174,0,-10.9863
-0.4396,-66.5186,1406.07,-1334.69,10.9863,-1.2207,-15.2588
-0.43956,-54.1333,1395.78,-1342.9,13.4277,-1.2207,-14.6484
-0.43952,-81.9653,1424.3,-1342.9,9.76563,-1.83105,-17.0898
-0.43948,-95.4639,1414.01,-1319.24,9.76563,-3.66211,-19.5313
-0.43944,-143.057,1436.55,-1293.77,9.15527,-2.44141,-18.3105
-0.4394,-175.063,1465.08,-1292.8,10.9863,0,-14.6484
-0.43936,-159.617,1444.06,-1284.03,13.4277,0,-11.5967
-0.43932,-213.611,1480.52,-1269.28,12.207,0.610352,-10.9863
-0.43928,-226.414,1481.22,-1255.36,15.8691,1.83105,-15.2588
-0.43924,-243.53,1462.02,-1217.37,10.376,0,-13.4277
-0.4392,-267.188,1505.3,-1241.03,13.4277,0.610352,-14.0381
-0.43916,-315.059,1510.86,-1200.81,4.27246,-3.05176,-22.583
-0.43912,-332.454,1517.26,-1186.9,12.8174,0.610352,-16.4795
-0.43908,-312.554,1499.45,-1189.26,13.4277,1.83105,-9.15527
-0.43904,-382.83,1591.16,-1216.26,11.5967,1.2207,-15.2588
-0.439,-398.694,1527.98,-1129.56,13.4277,1.2207,-8.54492
-0.43896,-437.102,1557.34,-1120.66,15.2588,-1.2207,-9.76563
-0.43892,-468.135,1564.72,-1098.11,12.207,3.05176,-11.5967
-0.43888,-477.876,1548.02,-1063.88,10.376,0,-17.7002
