t[s],AI 0 (V),AI 2 (V),AI 4 (V),AI 1 (A),AI 3 (A),AI 5 (A)
-1.04056,420.681,1137.77,-1559.15,12.207,0,-14.0381
-1.04052,382.969,1141.25,-1524.08,10.376,-2.44141,-21.3623
-1.04048,371.279,1162.82,-1534.8,10.376,-3.66211,-19.5313
-1.04044,369.609,1165.47,-1533.27,8.54492,-1.2207,-23.1934
-1.0404,305.317,1212.64,-1510.58,12.8174,-1.2207,-17.0898
-1.04036,360.981,1180.77,-1543.01,12.8174,0.610352,-15.8691
-1.04032,290.566,1215.01,-1506.97,10.9863,-3.05176,-14.6484
-1.04028,261.204,1225.17,-1486.51,12.207,0.610352,-16.4795
-1.04024,274.006,1233.52,-1509.19,12.207,-3.05176,-17.7002
-1.0402,250.21,1246.32,-1492.49,9.15527,-7.32422,-23.8037
-1.04016,214.167,1255.22,-1470.78,12.207,-3.66211,-20.752
-1.04012,170.75,1259.68,-1429.59,8.54492,-3.66211,-20.1416
-1.04008,146.536,1279.3,-1428.06,10.376,-3.66211,-17.7002
-1.04004,166.296,1292.1,-1459.65,9.15527,0,-21.9727
-1.04,111.328,1301.15,-1412.2,10.9863,-0.610352,-15.2588
-1.03996,109.102,1307.83,-1418.74,13.4277,-1.2207,-14.6484
-1.03992,124.27,1314.37,-1441.42,9.15527,0.610352,-15.2588
-1.03988,79.3213,1320.91,-1399.53,8.54492,0,-21.3623
-1.03984,61.9263,1354.58,-1421.38,9.76563,-3.05176,-20.752
-1.0398,85.8618,1325.08,-1414.42,11.5967,-4.88281,-18.3105
-1.03976,35.4858,1359.46,-1397.03,12.8174,0.610352,-15.8691
-1.03972,-14.6118,1381.3,-1367.53,10.9863,1.2207,-14.6484
-1.03968,-89.48,1430.43,-1348.32,14.0381,1.83105,-10.376
-1.03964,-41.6089,1390.77,-1350.55,14.0381,2.44141,-10.376
-1.0396,-100.474,1428.48,-1328.7,14.6484,0.610352,-15.2588
-1.03956,-68.4668,1412.34,-1346.51,9.76563,-1.2207,-16.4795
-1.03952,-69.3018,1421.94,-1355.56,9.15527,0.610352,-21.9727
-1.03948,-111.606,1420.96,-1308.66,9.76563,-0.610352,-19.5313
-1.03944,-124.548,1431.26,-1305.88,7.32422,-3.05176,-20.752
-1.0394,-138.047,1451.16,-1313.53,10.376,0,-18.9209
-1.03936,-138.743,1430.43,-1278.88,14.0381,3.66211,-12.207
-1.03932,-199.138,1464.8,-1266.08,10.376,1.2207,-12.207
-1.03928,-234.346,1484.84,-1251.05,15.2588,1.83105,-12.8174
-1.03924,-248.123,1491.66,-1246.6,10.9863,0,-15.2588
-1.0392,-278.32,1509.61,-1233.93,6.10352,-3.05176,-22.583
-1.03916,-312.554,1507.1,-1193.99,4.27246,-1.2207,-23.1934
-1.03912,-340.107,1518.52,-1180.77,7.93457,-1.83105,-20.1416
-1.03908,-380.603,1524.22,-1143.34,7.32422,-0.610352,-18.3105
-1.03904,-349.709,1532.99,-1182.72,12.207,3.05176,-14.6484
-1.039,-418.037,1549.69,-1131.51,14.6484,-0.610352,-12.8174
-1.03896,-454.915,1570.56,-1119.54,11.5967,4.88281,-10.9863
-1.03892,-389.509,1515.04,-1120.52,8.54492,0,-12.8174
-1.03888,-497.915,1587.26,-1089.48,7.93457,0,-17.7002
-1.03884,-516.006,1572.65,-1057.2,3.66211,-1.2207,-20.752
-1.0388,-548.848,1591.99,-1042.31,6.10352,-1.2207,-20.1416
-1.03876,-565.129,1590.32,-1026.17,6.10352,-2.44141,-18.3105
-1.03872,-474.954,1556.92,-1080.58,7.93457,-1.2207,-17.0898
-1.03868,-624.412,1616.35,-991.934,10.376,2.44141,-12.8174
-1.03864,-623.716,1610.78,-988.733,9.76563,3.66211,-11.5967
-1.0386,-629.004,1609.39,-977.043,9.76563,2.44141,-10.376
-1.03856,-653.496,1606.33,-952.134,6.71387,3.66211,-13.4277
-1.03852,-701.785,1624.28,-923.328,5.49316,-0.610352,-18.9209
-1.03848,-691.904,1614.54,-924.163,3.05176,0.610352,-19.5313
-1.03844,-669.082,1603.82,-933.904,3.66211,-1.83105,-20.1416
-1.0384,-645.981,1575.43,-929.59,4.88281,1.2207,-20.1416
-1.03836,-734.487,1618.99,-885.337,9.15527,1.2207,-10.9863
-1.03832,-738.245,1616.62,-878.796,8.54492,3.66211,-12.207
-1.03828,-752.996,1617.04,-863.906,9.76563,3.05176,-10.9863
-1.03824,-770.112,1607.02,-832.317,6.71387,0,-17.0898
-1.0382,-733.931,1601.59,-869.751,3.66211,0.610352,-21.3623
-1.03816,-782.776,1609.39,-826.75,7.93457,-0.610352,-17.7002
-1.03812,-790.708,1610.64,-821.184,3.66211,-0.610352,-20.1416
-1.03808,-816.035,1610.22,-797.805,5.49316,4.27246,-13.4277
-1.03804,-884.363,1631.24,-747.708,8.54492,3.66211,-9.15527
-1.038,-828.56,1607.86,-779.575,10.376,2.44141,-9.76563
-1.03796,-844.424,1607.02,-763.154,7.93457,3.66211,-14.0381
-1.03792,-853.608,1602.85,-750.908,8.54492,4.27246,-10.376
-1.03788,-924.441,1597.7,-668.665,2.44141,0,-21.3623
-1.03784,-883.389,1604.66,-720.85,4.27246,3.05176,-19.5313
-1.0378,-901.34,1608.69,-710.134,1.83105,2.44141,-18.9209
-1.03776,-909.968,1597.56,-688.982,4.27246,0,-17.0898
-1.03772,-962.988,1595.05,-625.107,5.49316,1.83105,-9.15527
-1.03768,-947.681,1597.84,-651.687,9.15527,5.49316,-8.54492
-1.03764,-972.173,1601.59,-630.952,6.71387,0.610352,-11.5967
-1.0376,-987.898,1599.65,-611.331,8.54492,3.05176,-8.54492
-1.03756,-1018.65,1595.47,-577.654,3.66211,2.44141,-15.2588
-1.03752,-1022.41,1593.38,-572.087,3.66211,-1.2207,-20.1416
-1.03748,-1043.14,1588.23,-546.204,-1.2207,-1.2207,-18.9209
-1.03744,-1050.1,1593.8,-545.09,2.44141,0.610352,-20.752
-1.0374,-1108.55,1584.34,-474.814,6.10352,1.83105,-10.376
-1.03736,-1100.2,1599.92,-502.925,6.71387,-0.610352,-9.15527
-1.03732,-1120.66,1583.64,-464.099,4.27246,4.27246,-6.71387
-1.03728,-1134.85,1581,-449.348,6.10352,1.2207,-9.76563
-1.03724,-1179.24,1550.24,-372.253,3.05176,5.49316,-10.9863
-1.0372,-1244.79,1593.66,-351.519,0,0.610352,-18.9209
-1.03716,-1172.29,1549.13,-378.376,0,-0.610352,-21.9727
-1.03712,-1180.91,1548.02,-368.635,-1.83105,0,-18.9209
-1.03708,-1240.89,1567.22,-329.392,-0.610352,-1.2207,-17.0898
-1.03704,-1251.05,1537.02,-287.644,3.66211,1.83105,-9.15527
-1.037,-1226.14,1527.28,-301.282,6.71387,8.54492,-6.10352
-1.03696,-1215.98,1508.36,-294.741,4.88281,7.32422,-4.88281
-1.03692,-1305.74,1548.57,-247.705,1.83105,3.66211,-10.376
-1.03688,-1236.44,1471.48,-234.763,0,-0.610352,-9.15527
-1.03684,-1263.16,1482.47,-221.96,-1.83105,-2.44141,-16.4795
-1.0368,-1263.02,1473.98,-210.549,-1.2207,3.66211,-18.3105
-1.03676,-1322.86,1491.66,-168.384,-1.2207,1.2207,-11.5967
-1.03672,-1310.33,1442.26,-129.697,-0.610352,3.66211,-13.4277
-1.03668,-1228.09,1419.16,-194.963,4.27246,0.610352,-9.76563
-1.03664,-1323.69,1445.04,-123.574,3.66211,3.66211,-3.66211
-1.0366,-1379.63,1465.63,-88.5059,1.2207,4.88281,-7.32422
-1.03656,-1279.58,1393.83,-114.25,1.83105,3.66211,-8.54492
-1.03652,-1360.15,1408.58,-52.6025,1.2207,3.05176,-9.76563
-1.03648,-1247.57,1320.35,-73.0591,-3.66211,1.83105,-10.376
-1.03644,-1264.13,1362.8,-99.2212,0,1.83105,-12.207
-1.0364,-1345.96,1353.47,-10.2979,-1.83105,3.05176,-13.4277
-1.03636,-1366,1351.11,13.3594,-1.2207,1.83105,-7.93457
-1.03632,-1375.74,1331.35,42.7222,1.83105,2.44141,-6.71387
-1.03628,-1404.96,1330.51,78.0688,-3.05176,2.44141,-9.15527
-1.03624,-1408.58,1328.42,78.7646,-1.2207,3.66211,-9.76563
-1.0362,-1399.26,1314.23,83.6353,-0.610352,3.66211,-14.6484
-1.03616,-1405.1,1297.53,104.509,-1.83105,-0.610352,-10.9863
-1.03612,-1428.06,1288.48,139.438,-3.05176,2.44141,-16.4795
-1.03608,-1456.73,1292.94,160.73,-4.27246,0.610352,-13.4277
-1.03604,-1465.91,1289.18,173.394,-1.2207,2.44141,-6.10352
-1.036,-1467.3,1263.44,202.061,1.83105,5.49316,-3.66211
-1.03596,-1486.23,1248.41,238.103,-2.44141,3.66211,-3.66211
-1.03592,-1445.32,1230.31,213.193,-2.44141,3.05176,-9.76563
-1.03588,-1516.43,1250.35,262.039,-4.88281,1.2207,-8.54492
-1.03584,-1520.88,1221.41,297.664,-6.10352,0.610352,-12.207
-1.0358,-1533.96,1201.37,329.949,-2.44141,3.66211,-10.376
-1.03576,-1555.11,1186.34,367.939,-6.71387,-0.610352,-10.376
-1.03572,-1586.7,1203.74,380.186,-4.27246,5.49316,-6.71387
-1.03568,-1573.34,1156.84,416.089,1.83105,7.32422,-0.610352
-1.03564,-1574.6,1138.33,435.989,-1.2207,4.27246,-0.610352
-1.0356,-1589.35,1115.09,473.562,0,4.88281,1.2207
-1.03556,-1542.03,1100.06,434.875,-6.71387,-1.2207,-8.54492
-1.03552,-1610.36,1094.36,513.779,-10.9863,3.05176,-10.9863
-1.03548,-1607.58,1065.27,541.89,-9.15527,1.2207,-12.8174
-1.03544,-1619.27,1045.65,571.113,-9.76563,1.2207,-10.376
-1.0354,-1669.09,1097.14,559.841,-7.32422,-1.83105,-10.376
-1.03536,-1599.79,1006.13,594.771,-3.66211,2.44141,0.610352
-1.03532,-1623.16,992.351,629.282,-3.66211,5.49316,-2.44141
-1.03528,-1619.13,968.833,649.878,-3.66211,4.27246,-1.2207
-1.03524,-1569.73,937.104,633.735,-1.2207,3.05176,1.2207
-1.0352,-1596.03,918.875,682.441,-9.15527,-1.2207,-10.9863
-1.03516,-1621.22,916.37,704.846,-9.76563,-2.44141,-9.15527
-1.03512,-1617.88,903.01,712.639,-10.9863,2.44141,-7.93457
-1.03508,-1597.7,876.152,720.571,-7.93457,1.2207,-3.66211
-1.03504,-1593.66,877.266,710.273,-5.49316,2.44141,3.66211
-1.035,-1628.45,859.175,767.607,-3.05176,3.66211,0
-1.03496,-1601.46,840.388,760.093,-3.05176,3.66211,3.05176
-1.03492,-1611.89,838.022,772.2,-5.49316,4.27246,1.83105
-1.03488,-1635.27,823.271,814.226,-9.76563,3.05176,-2.44141
-1.03484,-1609.67,797.944,809.634,-9.15527,2.44141,-4.27246
-1.0348,-1604.52,780.132,824.106,-7.32422,-0.610352,-4.88281
-1.03476,-1603.4,765.938,836.492,-12.207,-1.83105,-6.10352
-1.03472,-1737.55,837.883,896.052,-7.32422,1.2207,3.05176
-1.03468,-1602.01,746.733,854.304,-6.10352,-0.610352,2.44141
-1.03464,-1606.05,740.471,864.88,-4.88281,2.44141,4.27246
-1.0346,-1583.92,716.118,866.272,-7.32422,3.05176,1.2207
-1.03456,-1556.37,695.105,858.896,-6.10352,3.05176,-1.83105
-1.03452,-1617.18,710.413,904.68,-9.76563,4.88281,2.44141
-1.03448,-1597.98,677.988,918.875,-8.54492,0.610352,-1.83105
-1.03444,-1593.52,663.098,929.451,-10.376,1.2207,-3.66211
-1.0344,-1531.18,600.615,929.172,-8.54492,0.610352,0
-1.03436,-1614.68,643.894,968.972,-6.71387,3.66211,3.66211
-1.03432,-1584.76,612.861,972.59,-8.54492,3.05176,2.44141
-1.03428,-1591.3,595.049,995.134,-5.49316,3.66211,4.88281
-1.03424,-1586.7,523.242,1067.08,-6.10352,4.27246,1.2207
-1.0342,-1512.11,493.323,1025.89,-10.9863,-0.610352,-3.05176
-1.03416,-1584.06,549.961,1030.06,-13.4277,-0.610352,-3.05176
-1.03412,-1594.64,525.051,1067.36,-11.5967,0,-3.05176
-1.03408,-1607.44,483.721,1126.36,-9.15527,-1.2207,2.44141
-1.03404,-1545.23,475.789,1075.99,-7.32422,0.610352,1.2207
-1.034,-1578.08,453.662,1121.63,-7.93457,1.83105,6.10352
-1.03396,-1556.92,432.231,1123.16,-8.54492,1.83105,4.27246
-1.03392,-1698.45,460.063,1231.29,-10.376,0.610352,2.44141
-1.03388,-1456.73,334.124,1125.81,-9.15527,0.610352,0.610352
-1.03384,-1549.83,368.914,1179.52,-14.6484,2.44141,-0.610352
-1.0338,-1524.92,343.03,1181.89,-12.207,-1.2207,0.610352
-1.03376,-1450.05,294.185,1163.52,-8.54492,-0.610352,3.66211
-1.03372,-1509.47,300.029,1205.68,-8.54492,3.05176,6.71387
-1.03368,-1505.3,275.537,1228.51,-7.32422,4.27246,9.15527
-1.03364,-1506.69,269.553,1235.6,-6.10352,3.05176,7.93457
-1.0336,-1497.22,250.627,1243.95,-9.15527,1.83105,8.54492
-1.03356,-1484.56,239.077,1236.99,-7.93457,1.2207,4.27246
-1.03352,-1540.5,224.048,1316.04,-12.207,-2.44141,1.83105
-1.03348,-1477.88,196.077,1281.25,-15.8691,-3.66211,-1.83105
-1.03344,-1555.81,196.912,1360.29,-14.0381,-1.2207,3.66211
-1.0334,-1451.44,151.685,1299.06,-10.9863,-2.44141,3.66211
-1.03336,-1468.97,140.552,1325.36,-7.32422,3.05176,7.93457
-1.03332,-1434.18,111.05,1321.46,-8.54492,0,9.15527
-1.03328,-1416.93,95.7422,1318.96,-7.93457,2.44141,13.4277
-1.03324,-1430.98,74.8682,1354.17,-9.76563,-0.610352,9.15527
-1.0332,-1419.16,61.3696,1355.14,-11.5967,-2.44141,5.49316
-1.03316,-1410.11,65.4053,1341.09,-11.5967,-1.2207,1.2207
-1.03312,-1405.24,14.751,1392.02,-10.9863,-3.05176,1.83105
-1.03308,-1385.34,-7.37549,1390.77,-10.376,-3.66211,5.49316
-1.03304,-1366.27,-18.9258,1382.7,-9.76563,0.610352,9.15527
-1.033,-1388.82,-35.2075,1422.91,-7.93457,0,11.5967
-1.03296,-1347.63,-63.8745,1411.64,-7.93457,0.610352,9.76563
-1.03292,-1333.43,-77.9297,1410.53,-6.10352,0.610352,12.207
-1.03288,-1336.35,-85.3052,1420.27,-12.207,0,6.71387
-1.03284,-1384.64,-92.5415,1474.82,-10.9863,-0.610352,10.376
-1.0328,-1300.73,-136.099,1436.41,-12.8174,-0.610352,7.93457
-1.03276,-1351.66,-103.118,1447.82,-10.376,-0.610352,8.54492
-1.03272,-1390.49,-109.937,1493.61,-9.15527,-1.83105,14.0381
-1.03268,-1227.67,-222.656,1449.77,-7.93457,1.2207,14.0381
-1.03264,-1262.32,-212.776,1470.37,-10.9863,-0.610352,11.5967
-1.0326,-1252.3,-228.64,1483.73,-12.207,-6.71387,8.54492
-1.03256,-1222.24,-260.09,1476.63,-13.4277,-1.2207,10.376
-1.03252,-1124.83,-328.975,1453.11,-14.0381,-2.44141,5.49316
-1.03248,-1198.73,-315.754,1515.18,-11.5967,-1.2207,7.32422
-1.03244,-1210.69,-330.923,1539.81,-13.4277,-0.610352,11.5967
-1.0324,-1181.47,-366.27,1547.18,-12.8174,-2.44141,9.76563
-1.03236,-1086.01,-433.066,1521.02,-9.76563,-0.610352,13.4277
-1.03232,-1136.52,-420.82,1554,-11.5967,-3.66211,14.6484
-1.03228,-1101.73,-455.193,1553.44,-8.54492,0.610352,18.9209
-1.03224,-1098.39,-466.882,1561.66,-7.32422,-3.05176,6.10352
-1.0322,-972.59,-546.204,1519.21,-13.4277,-3.05176,8.54492
-1.03216,-1067.08,-517.954,1583.78,-14.6484,-1.83105,9.76563
-1.03212,-1050.66,-543.003,1592.13,-14.0381,-4.27246,10.9863
-1.03208,-974.121,-571.67,1538.83,-10.9863,-0.610352,12.207
-1.03204,-1015.73,-597.832,1620.52,-7.32422,-0.610352,17.0898
-1.032,-1003.76,-605.068,1606.88,-9.76563,-3.05176,17.7002
-1.03196,-980.383,-625.107,1602.43,-11.5967,-1.83105,15.2588
-1.03192,-947.124,-663.098,1608,-9.15527,-6.10352,14.0381
-1.03188,-948.655,-664.211,1610.08,-14.0381,-4.27246,7.93457
-1.03184,-951.995,-670.195,1620.38,-17.0898,-7.32422,6.10352
-1.0318,-926.528,-692.043,1617.6,-14.6484,-1.83105,9.76563
-1.03176,-893.269,-696.914,1587.54,-15.2588,-5.49316,8.54492
-1.03172,-1018.93,-631.926,1636.25,-8.54492,-3.66211,16.4795
-1.03168,-884.78,-730.73,1613.84,-9.76563,-3.66211,18.3105
-1.03164,-883.667,-739.775,1622.19,-9.15527,-1.83105,19.5313
-1.0316,-869.612,-752.3,1621.77,-9.15527,-3.05176,17.7002
-1.03156,-797.666,-780.688,1572.79,-12.207,-3.66211,16.4795
-1.03152,-833.152,-787.229,1619.55,-15.8691,-4.88281,9.15527
-1.03148,-822.297,-791.265,1611.47,-14.6484,-3.66211,5.49316
-1.03144,-811.165,-799.058,1609.8,-14.6484,-5.49316,11.5967
-1.0314,-832.317,-808.521,1640.28,-15.8691,-0.610352,14.0381
-1.03136,-782.219,-824.941,1603.68,-13.4277,-5.49316,14.0381
-1.03132,-764.128,-839.692,1602.71,-10.376,-4.88281,15.8691
-1.03128,-753.97,-850.547,1602.15,-9.76563,-0.610352,20.752
-1.03124,-817.288,-824.246,1639.31,-11.5967,-2.44141,18.3105
-1.0312,-756.335,-869.194,1624.56,-14.0381,-3.05176,10.376
-1.03116,-704.846,-892.991,1596.31,-13.4277,-6.10352,10.9863
-1.03112,-684.946,-912.473,1595.61,-16.4795,-8.54492,7.93457
-1.03108,-577.236,-967.998,1542.17,-15.2588,-2.44141,12.207
-1.03104,-664.211,-977.461,1645.15,-11.5967,-6.10352,12.8174
-1.031,-640.972,-947.959,1587.4,-7.93457,-1.2207,19.5313
-1.03096,-617.454,-974.121,1591.02,-8.54492,-2.44141,18.9209
-1.03092,-597.971,-987.898,1584.48,-12.207,-4.88281,17.7002
-1.03088,-517.258,-1031.04,1544.68,-14.0381,-6.71387,10.376
-1.03084,-560.12,-1028.39,1587.96,-13.4277,-6.71387,14.0381
-1.0308,-533.679,-1043.56,1575.57,-14.0381,-4.88281,9.76563
-1.03076,-513.501,-1063.74,1576.27,-15.2588,-6.71387,9.15527
-1.03072,-508.63,-1058.31,1559.85,-10.376,-4.88281,17.0898
-1.03068,-457.976,-1111.19,1568.33,-10.9863,-6.71387,20.1416
-1.03064,-460.481,-1111.47,1572.37,-10.9863,-3.66211,20.1416
-1.0306,-432.51,-1122.74,1551.64,-10.9863,-3.05176,17.7002
-1.03056,-361.538,-1172.56,1535.21,-14.0381,-8.54492,13.4277
-1.03052,-354.302,-1191.63,1546.9,-15.8691,-6.71387,14.0381
-1.03048,-374.758,-1175.35,1548.85,-16.4795,-4.88281,9.15527
-1.03044,-354.58,-1184.25,1539.81,-14.0381,-7.93457,14.0381
-1.0304,-316.729,-1219.74,1534.1,-14.0381,-6.10352,15.2588
-1.03036,-207.627,-1271.92,1484.84,-7.32422,-9.15527,20.1416
-1.03032,-293.071,-1231.71,1523.94,-7.93457,-4.27246,18.9209
-1.03028,-284.722,-1236.44,1518.1,-7.93457,-5.49316,23.1934
-1.03024,-215.837,-1257.73,1471.9,-9.76563,-6.71387,17.0898
-1.0302,-209.993,-1270.95,1478.02,-14.0381,-8.54492,9.76563
-1.03016,-214.585,-1272.62,1485.81,-15.2588,-10.9863,10.376
-1.03012,-195.659,-1281.11,1476.49,-16.4795,-9.15527,7.93457
-1.03008,-175.759,-1312.28,1486.65,-10.9863,-9.15527,14.0381
-1.03004,-147.092,-1300.87,1447.54,-9.76563,-6.71387,16.4795
-1.03,-156.555,-1312.84,1469.25,-10.376,-4.27246,20.1416
-1.02996,-133.733,-1320.35,1452.55,-9.15527,-7.32422,21.3623
-1.02992,-70.9717,-1344.29,1415.82,-8.54492,-5.49316,15.8691
-1.02988,-37.0166,-1364.47,1398.28,-13.4277,-9.76563,13.4277
-1.02984,-85.3052,-1366.55,1454.78,-17.0898,-10.9863,8.54492
-1.0298,-65.9619,-1323.83,1384.23,-17.0898,-10.376,7.93457
-1.02976,-30.3369,-1352.92,1381.16,-16.4795,-9.76563,10.376
-1.02972,-41.3306,-1386.17,1430.01,-13.4277,-7.32422,12.207
-1.02968,-68.4668,-1316.59,1373.65,-9.76563,-5.49316,20.1416
-1.02964,49.2627,-1386.87,1337.47,-7.93457,-6.71387,17.0898
-1.0296,108.684,-1424.03,1315.9,-13.4277,-7.32422,12.207
-1.02956,105.901,-1433.21,1329.68,-14.0381,-11.5967,12.207
-1.02952,82.6611,-1413.45,1328.42,-14.0381,-7.93457,14.0381
-1.02948,121.626,-1439.47,1315.62,-15.8691,-13.4277,9.15527
-1.02944,161.147,-1450.05,1285.98,-15.8691,-10.9863,7.32422
-1.0294,102.422,-1408.44,1296.56,-14.6484,-9.76563,12.207
-1.02936,246.592,-1473.71,1220.02,-10.9863,-7.93457,15.2588
-1.02932,219.595,-1473.29,1253,-9.15527,-6.10352,13.4277
-1.02928,237.686,-1483.73,1245.07,-8.54492,-7.32422,15.8691
-1.02924,244.644,-1512.67,1268.44,-10.376,-6.10352,11.5967
-1.0292,265.657,-1509.19,1244.09,-8.54492,-9.76563,9.76563
-1.02916,313.389,-1518.52,1202.9,-12.8174,-9.76563,9.76563
-1.02912,336.072,-1527.14,1189.4,-15.2588,-9.76563,10.376
-1.02908,356.111,-1573.48,1218.76,-14.0381,-10.9863,12.207
-1.02904,306.848,-1504.6,1201.23,-9.15527,-10.376,9.76563
-1.029,418.037,-1564.02,1143.34,-9.76563,-8.54492,15.2588
-1.02896,443.782,-1571.54,1125.94,-9.15527,-9.76563,18.9209
-1.02892,356.946,-1540.09,1177.99,-12.207,-10.9863,12.8174
-1.02888,542.446,-1619.69,1077.24,-13.4277,-9.15527,7.32422
-1.02884,536.323,-1601.73,1063.32,-12.8174,-10.376,7.32422
-1.0288,545.229,-1600.2,1053.86,-12.207,-13.4277,9.15527
-1.02876,565.686,-1597.98,1029.92,-15.2588,-12.207,3.66211
-1.02872,577.515,-1627.48,1049.82,-8.54492,-10.9863,14.6484
-1.02868,598.25,-1607.3,1006.13,-6.71387,-9.76563,14.0381
-1.02864,634.431,-1614.26,978.574,-11.5967,-7.93457,12.207
-1.0286,644.033,-1617.46,970.642,-11.5967,-12.207,9.76563
-1.02856,623.438,-1613.14,984.976,-9.15527,-10.9863,12.8174
-1.02852,713.892,-1623.72,907.324,-14.6484,-10.9863,3.05176
-1.02848,701.228,-1618.15,915.813,-12.8174,-14.0381,6.71387
-1.02844,722.241,-1616.9,893.965,-10.376,-12.207,4.88281
-1.0284,645.981,-1599.65,951.995,-6.71387,-11.5967,13.4277
-1.02836,763.154,-1626.5,863.071,-4.88281,-7.32422,14.0381
-1.02832,761.484,-1614.54,851.938,-9.76563,-9.76563,11.5967
-1.02828,764.963,-1599.09,833.291,-7.32422,-10.9863,18.9209
-1.02824,862.097,-1666.72,808.521,-10.9863,-10.9863,8.54492
-1.0282,787.786,-1607.72,818.958,-13.4277,-12.207,2.44141
-1.02816,805.32,-1607.16,800.728,-12.207,-12.207,1.83105
-1.02812,830.647,-1611.61,779.714,-10.376,-13.4277,-0.610352
-1.02808,829.812,-1616.35,781.663,-11.5967,-10.9863,5.49316
-1.02804,913.586,-1646.4,732.539,-7.32422,-10.9863,11.5967
-1.028,843.589,-1599.51,752.996,-6.71387,-9.76563,12.8174
-1.02796,872.117,-1605.07,731.843,-7.32422,-10.376,9.15527
-1.02792,877.683,-1600.2,722.52,-4.88281,-10.376,9.76563
-1.02788,836.213,-1575.85,738.662,-10.9863,-15.8691,1.83105
-1.02784,914.561,-1601.59,684.111,-12.207,-13.4277,2.44141
-1.0278,917.9,-1603.54,684.39,-12.8174,-13.4277,3.05176
-1.02776,927.363,-1605.77,677.849,-11.5967,-12.207,0
-1.02772,957.839,-1594.64,635.266,-11.5967,-17.0898,6.10352
-1.02768,968.972,-1596.58,625.525,-7.93457,-10.9863,9.76563
-1.02764,960.344,-1583.92,622.881,-7.32422,-8.54492,12.8174
-1.0276,994.021,-1588.65,592.126,-5.49316,-11.5967,11.5967
-1.02756,1032.43,-1584.06,548.987,-3.05176,-7.93457,11.5967
-1.02752,1009.61,-1567.78,556.919,-9.15527,-11.5967,5.49316
-1.02748,1047.18,-1592.97,544.534,-8.54492,-14.0381,2.44141
-1.02744,1047.74,-1580.86,532.983,-10.9863,-12.207,1.2207
-1.0274,1184.95,-1612.73,427.778,-8.54492,-11.5967,4.27246
-1.02736,1092.27,-1555.11,457.559,-9.15527,-11.5967,8.54492
-1.02732,1113.28,-1566.11,450.322,-6.10352,-12.207,6.10352
-1.02728,1141.95,-1570.56,426.526,-5.49316,-9.76563,8.54492
-1.02724,1159.76,-1578.49,421.238,-6.71387,-10.9863,7.32422
-1.0272,1240.61,-1608.97,376.428,-8.54492,-13.4277,5.49316
-1.02716,1164.35,-1530.76,366.687,-10.376,-14.6484,1.83105
-1.02712,1185.37,-1536.47,349.153,-9.15527,-14.0381,3.05176
-1.02708,1204.29,-1506.97,297.803,-6.10352,-12.207,1.83105
-1.02704,1238.11,-1521.02,279.712,-7.93457,-13.4277,4.27246
-1.027,1211.67,-1508.91,295.715,-4.27246,-12.207,9.76563
-1.02696,1233.93,-1502.51,267.188,-1.2207,-9.76563,7.93457
-1.02692,1355.42,-1537.02,179.238,-4.88281,-13.4277,6.71387
-1.02688,1297.67,-1505.71,209.158,-6.10352,-12.8174,-0.610352
-1.02684,1284.03,-1479.13,192.458,-4.27246,-14.0381,0
-1.0268,1300.31,-1484,181.604,-7.32422,-15.8691,-1.2207
-1.02676,1327.17,-1471.06,148.206,-3.66211,-14.0381,1.83105
-1.02672,1342.76,-1456.59,109.38,-3.05176,-12.207,0.610352
-1.02668,1370.45,-1483.59,116.755,1.83105,-12.207,7.93457
-1.02664,1312.7,-1424.03,109.797,-3.66211,-10.376,5.49316
-1.0266,1271.51,-1394.94,120.93,-3.05176,-15.2588,1.2207
-1.02656,1387.43,-1396.05,3.75732,-6.10352,-15.2588,3.05176
-1.02652,1305.04,-1379.91,75.2856,-7.93457,-14.6484,-6.10352
-1.02648,1273.32,-1341.92,69.9976,-4.88281,-15.2588,1.83105
-1.02644,1364.88,-1416.51,54.9683,-3.66211,-12.207,3.05176
-1.0264,1444.06,-1364.74,-89.8975,-0.610352,-14.0381,4.27246
-1.02636,1382.14,-1367.67,-15.1685,0,-8.54492,6.10352
-1.02632,1415.68,-1350.69,-66.936,3.05176,-10.376,9.15527
-1.02628,1470.64,-1382.7,-92.8198,2.44141,-12.207,4.88281
-1.02624,1399.67,-1320.35,-80.7129,1.2207,-12.207,5.49316
-1.0262,1445.32,-1330.37,-115.503,-4.27246,-12.207,0.610352
-1.02616,1460.63,-1313.67,-147.927,-6.71387,-12.8174,-1.2207
-1.02612,1439.61,-1283.89,-160.313,-7.93457,-17.0898,-6.10352
-1.02608,1464.1,-1291.55,-172.698,-1.83105,-10.9863,-1.83105
-1.02604,1479.13,-1274.85,-205.4,-2.44141,-14.6484,2.44141
-1.026,1466.61,-1242.14,-225.022,-0.610352,-9.15527,3.66211
-1.02596,1476.35,-1231.29,-246.313,4.27246,-9.15527,8.54492
-1.02592,1533.82,-1232.54,-301.699,3.05176,-10.9863,3.05176
-1.02588,1500.7,-1205.68,-295.854,-4.27246,-12.207,-3.05176
-1.02584,1491.52,-1170.34,-321.182,0,-14.6484,-1.83105
-1.0258,1515.59,-1163.52,-352.493,-4.88281,-11.5967,-3.05176
-1.02576,1559.15,-1154.89,-407.183,-4.27246,-12.8174,-3.66211
